iter	Logloss
176	0.5441675378
177	0.5438112605
178	0.5432977868
179	0.5428631674
180	0.5425783708
181	0.5419992024
182	0.5412186488
183	0.540566566
184	0.5403862768
185	0.5401174558
186	0.5396048527
187	0.5388818523
188	0.5383615174
189	0.5378126106
190	0.5371689764
191	0.5365442878
192	0.536183146
193	0.5355920984
194	0.5349213261
195	0.534522959
196	0.5338084586
197	0.5334879216
198	0.5332546874
199	0.5325782827
200	0.531940281
201	0.5316711016
202	0.5309520952
203	0.5309271076
204	0.5306454345
205	0.5298860793
206	0.5297316481
207	0.5297001576
208	0.5293165373
209	0.5289639467
210	0.5287366521
211	0.5282246634
212	0.527864853
213	0.5270851186
214	0.5268241319
215	0.5263269924
216	0.5260054313
217	0.525427031
218	0.5246606097
219	0.5243448859
220	0.5236622855
221	0.5232826591
222	0.5227326259
223	0.5224434257
224	0.5217956953
225	0.5211801721
226	0.5209043874
227	0.5205444746
228	0.5201036082
229	0.5198113358
230	0.5195733909
231	0.5191166001
232	0.5186012831
233	0.5176162208
234	0.5172216428
235	0.5169063286
236	0.5163537864
237	0.5160331982
238	0.5156577193
239	0.5150324674
240	0.5144986146
241	0.5142440284
242	0.5138367006
243	0.5135766356
244	0.513222816
245	0.5126504578
246	0.5121004245
247	0.5115399969
248	0.5111120851
249	0.5105413655
250	0.509850214
251	0.5092491816
252	0.508912925
253	0.5086334536
254	0.5083323229
255	0.5078738424
256	0.5077450131
257	0.5072894512
258	0.5068052151
259	0.5065435115
260	0.5060177489
261	0.5057843612
262	0.5054329482
263	0.505059159
264	0.5045638116
265	0.5044278138
266	0.5042721537
267	0.5039892517
268	0.5032324055
269	0.5029000916
270	0.5025129894
271	0.5021034599
272	0.5015026323
273	0.5013815349
274	0.5009268946
275	0.5003741988
276	0.4999633379
277	0.499846388
278	0.4996048076
279	0.4993947176
280	0.4989487821
281	0.4987348006
282	0.4984296248
283	0.4979625932
284	0.4977159948
285	0.4974423095
286	0.4971266881
287	0.4969462964
288	0.4962079349
289	0.4961539147
290	0.4958982532
291	0.4955086932
292	0.4949211274
293	0.4946793934
294	0.4944610596
295	0.4940542439
296	0.493675488
297	0.4932919701
298	0.4928144417
299	0.4923999966
300	0.4918051086
301	0.4915377214
302	0.4913349024
303	0.4910893792
304	0.4905219366
305	0.4903154821
306	0.4900193694
307	0.4898828596
308	0.4897283772
309	0.4892943721
310	0.4888262653
311	0.4884222658
312	0.4876697207
313	0.4873425272
314	0.4866170179
315	0.4863775881
316	0.4860068712
317	0.4854271396
318	0.4850467964
319	0.484348886
320	0.4839217423
321	0.4836981345
322	0.4831376556
323	0.4826237211
324	0.4822713865
325	0.4819530513
326	0.4814943147
327	0.4812530927
328	0.4809887777
329	0.4806854453
330	0.4804044378
331	0.4801912756
332	0.479652968
333	0.4791832226
334	0.4783410194
335	0.4777473603
336	0.4772610248
337	0.4768422786
338	0.4766063818
339	0.4761687413
340	0.4755323269
341	0.4750025192
342	0.474352587
343	0.4738686069
344	0.4734359844
345	0.4732366984
346	0.4727499533
347	0.4722338171
348	0.4717520899
349	0.4714690343
350	0.4710143941
351	0.4705427541
352	0.4700795116
353	0.4695741794
354	0.4690442693
355	0.4688155411
356	0.4683903944
357	0.4679135316
358	0.4674538222
359	0.467341071
360	0.466650534
361	0.4662219566
362	0.4656707456
363	0.4649945458
364	0.4646491236
365	0.464373595
366	0.463802056
367	0.4632703538
368	0.4627555489
369	0.4623733623
370	0.4615190749
371	0.4611555266
372	0.4607591565
373	0.4602653964
374	0.4599242242
375	0.4596577075
376	0.4588826839
377	0.4585251776
378	0.4581698731
379	0.4578649022
380	0.4575273143
381	0.457254909
382	0.4568321177
383	0.4566854183
384	0.4562733285
385	0.4559472615
386	0.4554165834
387	0.4550775106
388	0.4545098631
389	0.4542037657
390	0.4539434446
391	0.4534398533
392	0.4531885954
393	0.4528897689
394	0.4524070689
395	0.4519693771
396	0.4513915401
397	0.4509493425
398	0.4502171766
399	0.4498575198
400	0.4495154259
401	0.4490311898
402	0.4484033265
403	0.4481196051
404	0.4476092038
405	0.4471876925
406	0.4469146729
407	0.4465718621
408	0.4464196327
409	0.4458014469
410	0.4453628847
411	0.4450662088
412	0.4448193032
413	0.4442315838
414	0.4437968619
415	0.4432892255
416	0.4425652011
417	0.4422342697
418	0.4413371246
419	0.4410143347
420	0.4405618962
421	0.44034899
422	0.4400193387
423	0.4393012028
424	0.4387742625
425	0.4383194687
426	0.4378687711
427	0.4374330764
428	0.4371546803
429	0.4368310711
430	0.4364778659
431	0.4361492387
432	0.4357600884
433	0.4355077552
434	0.4351972542
435	0.4347245389
436	0.4342821364
437	0.4340521281
438	0.4331897505
439	0.4329344986
440	0.4324297297
441	0.4321168221
442	0.4317958755
443	0.4314623327
444	0.4309064622
445	0.4306984716
446	0.4302671804
447	0.429864973
448	0.4297092617
449	0.4292427677
450	0.4289949148
451	0.4285975719
452	0.4283421664
453	0.4278311249
454	0.4273332429
455	0.4267321337
456	0.4263429834
457	0.4260971274
458	0.4256891852
459	0.4250522076
460	0.4244241394
461	0.4236499863
462	0.4233405606
463	0.4228500776
464	0.4223201163
465	0.4219201619
466	0.4215008524
467	0.421141554
468	0.4207247792
469	0.4200850621
470	0.4198934056
471	0.4195480347
472	0.419329624
473	0.4187866569
474	0.4183546745
475	0.4178101456
476	0.4172412693
477	0.4167758762
478	0.4161839325
479	0.4159868996
480	0.4154642092
481	0.4147024987
482	0.414257152
483	0.4138566088
484	0.4135289544
485	0.413192621
486	0.4126385682
487	0.4123976535
488	0.4120545867
489	0.411426109
490	0.4106806813
491	0.4103558944
492	0.4098666402
493	0.4096337901
494	0.4092307379
495	0.4090090758
496	0.408720951
497	0.408408965
498	0.4078677645
499	0.4074246707
500	0.4072080779
501	0.406758686
502	0.4063388901
503	0.4061106739
504	0.4058216018
505	0.4056277691
506	0.4053209036
507	0.4050080728
508	0.4044915782
509	0.4038941556
510	0.4036676804
511	0.4034430741
512	0.403254285
513	0.4030053824
514	0.4026369953
515	0.4022613116
516	0.4018430262
517	0.4014926117
518	0.4011661862
519	0.400798772
520	0.4004818193
521	0.40028005
522	0.4000848604
523	0.3997005744
524	0.3993469341
525	0.3990604989
526	0.3986451834
527	0.3982332985
528	0.3978254587
529	0.3972634437
530	0.3969539412
531	0.3963088989
532	0.3960074098
533	0.3956075579
534	0.3953325412
535	0.3948606197
536	0.3948388836
537	0.3947284878
538	0.3942502937
539	0.393856407
540	0.3933573985
541	0.3931556036
542	0.392947869
543	0.3927517065
544	0.3925774337
545	0.3921610685
546	0.3918481097
547	0.3915629035
548	0.3912654083
549	0.3908696783
550	0.3906954311
551	0.390221615
552	0.3900522834
553	0.3895179441
554	0.3892442844
555	0.3887413076
556	0.3883217165
557	0.3881288567
558	0.3879223766
559	0.3876781848
560	0.387273622
561	0.3871354993
562	0.3867488579
563	0.386480421
564	0.3863342848
565	0.3861959317
566	0.3857939035
567	0.3855102334
568	0.385355879
569	0.3851702645
570	0.3848636806
571	0.3842298777
572	0.383769349
573	0.3833821444
574	0.3830677775
575	0.3828845952
576	0.3825170786
577	0.3823592167
578	0.3822187129
579	0.381636498
580	0.3813531607
581	0.3810756607
582	0.3809109374
583	0.3807382776
584	0.3805607789
585	0.3801827399
586	0.379822187
587	0.3795320652
588	0.3794193652
589	0.3794071786
590	0.3792581238
591	0.3789065572
592	0.3785590869
593	0.3781608223
594	0.3777924096
595	0.3774426351
596	0.3772792432
597	0.3771530766
598	0.3769158997
599	0.3765355821
600	0.3762663771
601	0.3759231055
602	0.3756722572
603	0.3755462186
604	0.3751111639
605	0.3746849675
606	0.3745699121
607	0.3743831455
608	0.3741051079
609	0.3736486243
610	0.3733774736
611	0.3731099583
612	0.3728042449
613	0.3725951022
614	0.3724428215
615	0.372186904
616	0.3717951935
617	0.3713954439
618	0.3710324076
619	0.370627256
620	0.3702690073
621	0.3700377189
622	0.3697529223
623	0.3695425251
624	0.3691426732
625	0.3688667861
626	0.3685351122
627	0.3683049247
628	0.3679771679
629	0.3675478481
630	0.3671764655
631	0.3670297405
632	0.3665605583
633	0.3661732002
634	0.365950258
635	0.3656490505
636	0.3654628984
637	0.3653052925
638	0.3648374929
639	0.3646970147
640	0.3643822382
641	0.3639705069
642	0.363628029
643	0.363317144
644	0.3630263565
645	0.362788898
646	0.3627121176
647	0.3624924525
648	0.3623524608
649	0.3620724262
650	0.3616758513
651	0.3612537768
652	0.3610897192
653	0.3609790162
654	0.3607386647
655	0.3606061999
656	0.3604543289
657	0.3600362227
658	0.359916559
659	0.3597795371
660	0.3596230833
661	0.3593025464
662	0.3591032092
663	0.3585729663
664	0.3584368405
665	0.3583584984
666	0.3581230112
667	0.3579996096
668	0.3578641495
669	0.357719831
670	0.3575928195
671	0.3574730534
672	0.3573621199
673	0.357227095
674	0.3568326195
675	0.3564386816
676	0.3560802281
677	0.3556702889
678	0.3553324706
679	0.3551316485
680	0.3549885078
681	0.3546094446
682	0.3544000971
683	0.3539950992
684	0.3538936129
685	0.3536611723
686	0.3534205648
687	0.353259605
688	0.3530008201
689	0.3525060359
690	0.3520975049
691	0.351903365
692	0.3517159584
693	0.3515405079
694	0.3514512593
695	0.3510853812
696	0.3508069339
697	0.3507295903
698	0.350585195
699	0.350248452
700	0.3498576888
701	0.3495254773
702	0.349367641
703	0.3491553492
704	0.3490571144
705	0.3486346302
706	0.3481649104
707	0.3478422741
708	0.3475474415
709	0.3473693028
710	0.3469939264
711	0.346393406
712	0.3460978566
713	0.3458686163
714	0.3456548652
715	0.3454833831
716	0.345318071
717	0.3452087505
718	0.3449098472
719	0.344517087
720	0.3444046174
721	0.344291175
722	0.3440980335
723	0.3437044797
724	0.3432532701
725	0.3431727518
726	0.3428425117
727	0.342528836
728	0.3424214357
729	0.342197239
730	0.3418642338
731	0.3417550413
732	0.3413736228
733	0.3411642497
734	0.3407319344
735	0.3406134996
736	0.3403432449
737	0.3400733999
738	0.3398130276
739	0.3396600301
740	0.3394332732
741	0.3390584856
742	0.3385961904
743	0.3382870463
744	0.3378912394
745	0.3376031658
746	0.3374828364
747	0.3371674198
748	0.3369506734
749	0.3367411466
750	0.3363211459
751	0.3361415991
752	0.3358263105
753	0.3356204961
754	0.335562482
755	0.3351017229
756	0.3347413492
757	0.3345382486
758	0.3344111091
759	0.3343161769
760	0.334220579
761	0.3338783827
762	0.3336837564
763	0.3336291473
764	0.3334469635
765	0.3330460107
766	0.3329325938
767	0.3325993071
768	0.3324458487
769	0.3323267226
770	0.3322228297
771	0.3321352453
772	0.3319816845
773	0.331602263
774	0.3314497775
775	0.3312086067
776	0.3309026629
777	0.3307921134
778	0.3305637436
779	0.3302946667
780	0.3298639131
781	0.32948549
782	0.3293842085
783	0.3292692044
784	0.3289317701
785	0.3288321015
786	0.328597664
787	0.3284455114
788	0.3282551349
789	0.3280573083
790	0.3277836742
791	0.3277272986
792	0.3273343592
793	0.3269978722
794	0.3266418764
795	0.3264822736
796	0.3260994726
797	0.3260183654
798	0.3256875365
799	0.3255667462
800	0.3254624949
801	0.3253757554
802	0.3252427274
803	0.3250181467
804	0.3248589535
805	0.3247599762
806	0.3246280491
807	0.3242657297
808	0.3242380539
809	0.3240694904
810	0.3238478539
811	0.3237205864
812	0.3233791326
813	0.3232128988
814	0.3230252362
815	0.3226746169
816	0.3223314221
817	0.3220688481
818	0.3219062242
819	0.3215769825
820	0.3212041663
821	0.321069423
822	0.3209501945
823	0.320794688
824	0.320481422
825	0.320261808
826	0.320071022
827	0.3198500256
828	0.319757884
829	0.3194871941
830	0.3191918495
831	0.3189296338
832	0.3188292228
833	0.3187432257
834	0.318533571
835	0.3182008218
836	0.3181022286
837	0.318018382
838	0.3179060405
839	0.3178085481
840	0.3177557312
841	0.3174835051
842	0.3173544967
843	0.3172377516
844	0.3170455318
845	0.3167565109
846	0.3165065074
847	0.3161408597
848	0.3159665101
849	0.3158255968
850	0.3156511192
851	0.3153587444
852	0.3150616844
853	0.3149590204
854	0.314534949
855	0.3142991546
856	0.3142405772
857	0.3141106727
858	0.3140926233
859	0.3137928239
860	0.3136256173
861	0.313295454
862	0.3128907376
863	0.3127986217
864	0.3124870966
865	0.3121310753
866	0.3118397758
867	0.3118285365
868	0.3116261783
869	0.3115344976
870	0.3112588409
871	0.3111262994
872	0.3107202517
873	0.3105864045
874	0.3105698656
875	0.3104513796
876	0.3100647382
877	0.3097651437
878	0.3096473233
879	0.3095629903
880	0.309209478
881	0.3088773177
882	0.3087481556
883	0.3086638227
884	0.3085240358
885	0.3084180691
886	0.3081621516
887	0.3080815053
888	0.3077841125
889	0.307625585
890	0.3073534357
891	0.3070960333
892	0.3067335858
893	0.3064596189
894	0.3062532668
895	0.3058549254
896	0.3057754312
897	0.3055891511
898	0.3052813895
899	0.3051127491
900	0.3050461071
901	0.3049201709
902	0.3048680965
903	0.3045856297
904	0.3042985033
905	0.3041406926
906	0.303876224
907	0.3036148276
908	0.3033278804
909	0.3031612627
910	0.3029936208
911	0.3029084686
912	0.3027724452
913	0.302470444
914	0.3024209042
915	0.3021842393
916	0.3021084574
917	0.3019602219
918	0.3018070963
919	0.3014811573
920	0.3013513808
921	0.3011116181
922	0.300832966
923	0.3007022934
924	0.3004875695
925	0.3002734088
926	0.3000068665
927	0.2998593734
928	0.2997595256
929	0.2995147705
930	0.2994480261
931	0.2991521438
932	0.298800014
933	0.2987257682
934	0.298648911
935	0.2983806533
936	0.2983116816
937	0.2979984411
938	0.2978884806
939	0.2977357391
940	0.2974440555
941	0.2973818939
942	0.2972764137
943	0.2971943081
944	0.2970921561
945	0.2968036472
946	0.2967198519
947	0.2964937095
948	0.2961314413
949	0.2960438824
950	0.2957196076
951	0.2954527068
952	0.2951861388
953	0.2951175254
954	0.2948793757
955	0.2947119642
956	0.2944625752
957	0.2943462397
958	0.2942500786
959	0.2942061968
960	0.294143728
961	0.294067434
962	0.2938327661
963	0.2937608245
964	0.293684761
965	0.2936151492
966	0.2935140213
967	0.2932538026
968	0.2930728733
969	0.2930278906
970	0.2929511614
971	0.2926676705
972	0.2923848197
973	0.2923044294
974	0.2921668699
975	0.2921118
976	0.2920538371
977	0.2917157372
978	0.2916532171
979	0.2916119979
980	0.2914576178
981	0.2913144003
982	0.2911390522
983	0.2908948348
984	0.2907980848
985	0.2905294431
986	0.2904600105
987	0.2903825389
988	0.2901287719
989	0.2898763874
990	0.2896468399
991	0.2895512933
992	0.2894758698
993	0.2892732044
994	0.289173075
995	0.2891373858
996	0.2890029242
997	0.2888267824
998	0.2887639807
999	0.2887015631
