iter	Logloss
125	0.1329640126
126	0.1323669741
127	0.1307494528
128	0.1302583554
129	0.1289279605
130	0.127476865
131	0.1259298517
132	0.1252810843
133	0.1245171336
134	0.1234720985
135	0.1228619518
136	0.1224208038
137	0.1209003013
138	0.1200237914
139	0.1197554697
140	0.1193977202
141	0.1183180073
142	0.115668124
143	0.1146789397
144	0.1128712597
145	0.1108857225
146	0.1095537275
147	0.1082213869
148	0.10744484
149	0.1068101217
150	0.1058801741
151	0.1032053608
152	0.1026330794
153	0.1015073277
154	0.09979722964
155	0.09818957156
156	0.09752781759
157	0.09689808532
158	0.09503571939
159	0.09293647741
160	0.09187985107
161	0.09164709693
162	0.0913091826
163	0.09089325898
164	0.09058234196
165	0.090169657
166	0.08987543887
167	0.08861875214
168	0.08705220446
169	0.08637790552
170	0.08550432704
171	0.08520566057
172	0.08485343472
173	0.08434086998
174	0.08347678345
175	0.08342244961
176	0.08273986202
177	0.08223902299
178	0.08165070835
179	0.08106451867
180	0.08058946085
181	0.07937709117
182	0.07920702992
183	0.07827061135
184	0.07787277555
185	0.07749122261
186	0.07709873763
187	0.07680767495
188	0.07611476975
189	0.07493561866
190	0.07464045326
191	0.07442646539
192	0.07439188349
193	0.07418527539
194	0.07381203671
195	0.07318814809
196	0.07158493836
197	0.07103063596
198	0.07019132576
199	0.06978370359
200	0.06884619694
201	0.0682554885
202	0.06789677255
203	0.06734658568
204	0.06665321965
205	0.06597269301
206	0.06575417999
207	0.0650434622
208	0.06453489137
209	0.06446988151
210	0.06411458982
211	0.06362776148
212	0.06318696553
213	0.06253004394
214	0.0622972322
215	0.06204367004
216	0.06147252153
217	0.06109534654
218	0.06098621164
219	0.06087289081
220	0.06026811408
221	0.05987483543
222	0.05961313184
223	0.05953590342
224	0.05928885697
225	0.05852588551
226	0.05816284922
227	0.05793089515
228	0.05749596205
229	0.0572668114
230	0.05708969039
231	0.05682766037
232	0.05647148542
233	0.05641459779
234	0.05638072635
235	0.05563094632
236	0.05561922061
237	0.05530414325
238	0.0551623658
239	0.05471050339
240	0.05406548673
241	0.05325079604
242	0.05308709369
243	0.05270667364
244	0.05227470718
245	0.05200483015
246	0.05165986887
247	0.05149332789
248	0.05137018229
249	0.05098610436
250	0.05084096665
251	0.05076032997
252	0.05069599216
253	0.05058890861
254	0.05056382506
255	0.05021237047
256	0.05016225776
257	0.05010229149
258	0.04974707981
259	0.04952066857
260	0.04933273072
261	0.04921800498
262	0.04912737392
263	0.04890196435
264	0.04882106525
265	0.04833801961
266	0.04780997846
267	0.04769604318
268	0.04754317367
269	0.04752610994
270	0.04730447347
271	0.04694526148
272	0.04661935128
273	0.0462988335
274	0.04606336555
275	0.04589813348
276	0.04588318831
277	0.04557734688
278	0.04512155136
279	0.04497858662
280	0.04494256461
281	0.04467222995
282	0.04453614894
283	0.04411127743
284	0.04389037702
285	0.04370172552
286	0.04340833946
287	0.04287537952
288	0.04235716954
289	0.04200781752
290	0.04187606965
291	0.04170202729
292	0.04152302454
293	0.04099975816
294	0.04068776585
295	0.04047871596
296	0.04031917393
297	0.04024926768
298	0.04007896961
299	0.0400698489
300	0.03974100407
301	0.03957980111
302	0.03930041614
303	0.03915220299
304	0.03891841197
305	0.03871030936
306	0.03862173605
307	0.03833856519
308	0.03825437303
309	0.03801852105
310	0.0378460148
311	0.03777476765
312	0.03770905373
313	0.03765897303
314	0.03756603139
315	0.03739246906
316	0.03718235029
317	0.0367283053
318	0.03646974116
319	0.03638661788
320	0.03637561542
321	0.03625895353
322	0.03580995214
323	0.03557833729
324	0.03554740048
325	0.03529636972
326	0.0350086737
327	0.03482871728
328	0.03465664947
329	0.03464229635
330	0.03424107148
331	0.0341796875
332	0.03412761944
333	0.03394690776
334	0.03392017928
335	0.03380704406
336	0.03367074224
337	0.03362676441
338	0.03357217456
339	0.03338776979
340	0.03337086927
341	0.03323592116
342	0.03308540063
343	0.03304197964
344	0.03291554419
345	0.03285870456
346	0.0326500515
347	0.03236118739
348	0.03209066711
349	0.0320905647
350	0.03167571637
351	0.03151899056
352	0.03135448174
353	0.03117081623
354	0.03087677412
355	0.03066491761
356	0.03044454843
357	0.03026778586
358	0.03018309126
359	0.03009439635
360	0.02990622808
361	0.02962432772
362	0.02943667149
363	0.02928873677
364	0.02921877931
365	0.0289978341
366	0.02890011448
367	0.02879556553
368	0.02878890902
369	0.02872989642
370	0.02862464662
371	0.02853727981
372	0.02844109631
373	0.02843118834
374	0.02812208265
375	0.02785998863
376	0.02760818661
377	0.02757656814
378	0.02742742372
379	0.02731347884
380	0.02706992066
381	0.02688916098
382	0.02677762908
383	0.02660080891
384	0.02654674069
385	0.0264390763
386	0.02643178773
387	0.02638796512
388	0.02626917026
389	0.02609181244
390	0.02591776688
391	0.02590680922
392	0.02578824959
393	0.02569957068
394	0.02568380625
395	0.02553100394
396	0.02546044004
397	0.02541065536
398	0.02520893724
399	0.02509145129
400	0.02498471337
401	0.02493526472
402	0.02490446552
403	0.02488342548
404	0.02485700262
405	0.0246720474
406	0.02464407722
407	0.02456438781
408	0.02449264302
409	0.02426769749
410	0.02424249073
411	0.02407818353
412	0.02404775876
413	0.02396123361
414	0.02373818743
415	0.02364974374
416	0.02354737896
417	0.02346407807
418	0.0232975723
419	0.02317887025
420	0.0230589281
421	0.02296847145
422	0.02291760989
423	0.02274238343
424	0.02265262764
425	0.02262230367
426	0.02250933007
427	0.02243871177
428	0.02229805121
429	0.02225995864
430	0.02225981143
431	0.02211894925
432	0.02205806771
433	0.0220015321
434	0.02186860014
435	0.02171720594
436	0.02165092878
437	0.02138374636
438	0.02131257601
439	0.02125836699
440	0.0210352376
441	0.02100046209
442	0.02094593624
443	0.02087312737
444	0.02087022154
445	0.02083698535
446	0.02079507969
447	0.0207080105
448	0.02055869166
449	0.02054347448
450	0.02051727084
451	0.02048380423
452	0.02037083543
453	0.02023773865
454	0.02014704519
455	0.02004820868
456	0.01989251975
457	0.01983171181
458	0.01982445685
459	0.01969687731
460	0.01954265249
461	0.0194991355
462	0.01928812545
463	0.01907799548
464	0.01899921494
465	0.01896510348
466	0.01883781836
467	0.0187933301
468	0.01870676655
469	0.01862586745
470	0.01849426359
471	0.01842038583
472	0.01839495345
473	0.01827703386
474	0.01820081512
475	0.01813603408
476	0.01801225163
477	0.01796906746
478	0.01790134699
479	0.01786292159
480	0.01780963104
481	0.01777372744
482	0.0176717419
483	0.0176718187
484	0.0174793205
485	0.01739836059
486	0.01731683264
487	0.01721782332
488	0.01718245577
489	0.01714723702
490	0.0171277411
491	0.01711960447
492	0.01711519613
493	0.01708704193
494	0.01702513151
495	0.01700056319
496	0.01700009756
497	0.01694136818
498	0.01693113058
499	0.01683568954
500	0.01668169994
501	0.01666846211
502	0.01660574523
503	0.01655182102
504	0.01638021565
505	0.01629395933
506	0.0162166461
507	0.01619023285
508	0.01616765989
509	0.01611857926
510	0.01601646731
511	0.01597558412
512	0.01588174961
513	0.01582505399
514	0.01580484441
515	0.01574865924
516	0.01570945138
517	0.01567955145
518	0.01563575604
519	0.01558505289
520	0.01558229907
521	0.01552588668
522	0.01549496747
523	0.01548479387
524	0.01540601334
525	0.01534892089
526	0.01525637287
527	0.01522769864
528	0.01521920358
529	0.01518362801
530	0.01513303846
531	0.01509379701
532	0.0150770085
533	0.01507234253
534	0.01499338758
535	0.01496353725
536	0.01488699369
537	0.01484299826
538	0.01482961962
539	0.01478783876
540	0.01478786276
541	0.01478778436
542	0.01473462662
543	0.01469663326
544	0.01469660925
545	0.01469648604
546	0.01467337224
547	0.01467191293
548	0.01466284182
549	0.01464985201
550	0.01461045214
551	0.01457324284
552	0.0145432373
553	0.01452290132
554	0.01450914985
555	0.0144739247
556	0.01442819954
557	0.01435351212
558	0.0142378071
559	0.01415722162
560	0.01406686258
561	0.01406681778
562	0.01400445772
563	0.01392155686
564	0.01378955617
565	0.01376113636
566	0.01372207091
567	0.01372205811
568	0.01372130285
569	0.01372122605
570	0.01372124685
571	0.01372125005
572	0.01372106763
573	0.01372099563
574	0.01372101483
575	0.01372097803
576	0.01372097803
577	0.01371641927
578	0.01371539679
579	0.0136924686
580	0.01369212298
581	0.01369193896
582	0.01369151173
583	0.0136577059
584	0.01364949726
585	0.01363610581
586	0.01361889167
587	0.01358517224
588	0.01353489153
589	0.01345034574
590	0.0134242365
591	0.01342408609
592	0.01342403809
593	0.01338855132
594	0.01338844971
595	0.01337467584
596	0.01336629119
597	0.01336617198
598	0.01335046275
599	0.01333774176
600	0.01328232784
601	0.01318393618
602	0.01312920551
603	0.01309237224
604	0.01306694946
605	0.0130507634
606	0.01302313485
607	0.01299660158
608	0.01296009073
609	0.01293331505
610	0.01293325744
611	0.01290981402
612	0.01290974761
613	0.01290975721
614	0.01290972361
615	0.01290135336
616	0.01287027333
617	0.01281495462
618	0.01276691488
619	0.01270960641
620	0.01270958721
621	0.01270956481
622	0.01270909277
623	0.01266495013
624	0.01266496934
625	0.01262366132
626	0.01261291648
627	0.01261283087
628	0.01260150199
629	0.01259848575
630	0.01258575036
631	0.01258529593
632	0.01250674101
633	0.0125040864
634	0.01250422161
635	0.01249808433
636	0.01249286152
637	0.01246956691
638	0.01245834443
639	0.01240250008
640	0.01238745891
641	0.0123154349
642	0.01223536466
643	0.01219901383
644	0.0121614533
645	0.0121614669
646	0.01213936198
647	0.01211870597
648	0.01210675944
649	0.01208504094
650	0.01202758127
651	0.01200801014
652	0.01199357142
653	0.0119894639
654	0.01194003524
655	0.01191928723
656	0.01186683994
657	0.01178063802
658	0.01175227981
659	0.01174382715
660	0.01174385516
661	0.0117008134
662	0.0117007742
663	0.01166644752
664	0.01165088471
665	0.0116507631
666	0.01162831255
667	0.01162831255
668	0.01157411553
669	0.0115428883
670	0.0114582081
671	0.01142441506
672	0.01136827949
673	0.01132916124
674	0.01130592743
675	0.01128835326
676	0.01127956858
677	0.01127032626
678	0.011269611
679	0.01123812135
680	0.01123806214
681	0.01123796773
682	0.01121208812
683	0.0111797528
684	0.01115991845
685	0.01108579028
686	0.01106099154
687	0.01103333019
688	0.01102075001
689	0.0109885523
690	0.0109885315
691	0.0109885651
692	0.01096879556
693	0.01093150705
694	0.01090980376
695	0.01090950294
696	0.01089682835
697	0.0108910471
698	0.0108910063
699	0.01084782933
700	0.01082860783
701	0.01077564931
702	0.01075906081
703	0.01075910162
704	0.01075905281
705	0.01075906962
706	0.01075900641
707	0.01075897921
708	0.01072583743
709	0.01069965459
710	0.01067581433
711	0.01062950992
712	0.01058038449
713	0.01056333356
714	0.01052221916
715	0.01049844371
716	0.01047027031
717	0.01045095681
718	0.01045098961
719	0.01044152887
720	0.01041652372
721	0.01041651812
722	0.01036684305
723	0.01033199233
724	0.01031828807
725	0.01031827607
726	0.0102930037
727	0.01025411827
728	0.01020782506
729	0.01018924201
730	0.01016746351
731	0.01014626666
732	0.01012945495
733	0.01012925814
734	0.01009627957
735	0.01007305536
736	0.01007169685
737	0.01003535002
738	0.01002176336
739	0.01002175456
740	0.009995789336
741	0.009949716146
742	0.00993860968
743	0.009932766025
744	0.009932522006
745	0.009908482532
746	0.009907120826
747	0.009907125627
748	0.00988099399
749	0.009880621961
750	0.009868437012
751	0.009868373807
752	0.009868383408
753	0.009868116187
754	0.009845336812
755	0.00984531121
756	0.009809959655
757	0.00978679625
758	0.009786577033
759	0.009757580373
760	0.009756046654
761	0.00975600105
762	0.009755784233
763	0.009728201284
764	0.009673897052
765	0.009659535933
766	0.009639667185
767	0.009615763722
768	0.009615785324
769	0.009590216131
770	0.009564986965
771	0.009542674826
772	0.009490250741
773	0.009480047546
774	0.009460306808
775	0.009438788331
776	0.009372447161
777	0.009372447161
778	0.009372184741
779	0.009359454949
780	0.009338567721
781	0.009303382579
782	0.009255498848
783	0.00924244423
784	0.009215792554
785	0.009158521691
786	0.009158309674
787	0.009130290691
788	0.009130241087
789	0.009130228286
790	0.009130058673
791	0.009128388942
792	0.009099801915
793	0.009083519046
794	0.009066285703
795	0.009066277702
796	0.009056891371
797	0.009056902572
798	0.009044333592
799	0.009044259987
800	0.009027280263
801	0.009027293865
802	0.009007077089
803	0.009006977081
804	0.009007005884
805	0.008991519877
806	0.008970360628
807	0.008944897044
808	0.008923346564
809	0.008887603779
810	0.008863758721
811	0.00885694299
812	0.008838435947
813	0.008821887458
814	0.008821802651
815	0.008821847455
816	0.00882177945
817	0.008821748247
818	0.008817736734
819	0.008817653528
820	0.008799191289
821	0.008771368321
822	0.008771011493
823	0.008771133103
824	0.008771035495
825	0.008764920619
826	0.008761154725
827	0.008761242732
828	0.008760949109
829	0.008755799108
830	0.008726362414
831	0.008721538838
832	0.008692322161
833	0.008692162149
834	0.008673640706
835	0.008664747213
836	0.008664736012
837	0.008649003586
838	0.008634332842
839	0.008625540957
840	0.008573922535
841	0.00854190564
842	0.008541670422
843	0.008507595766
844	0.008472695447
845	0.008460850524
846	0.008455212484
847	0.008455044471
848	0.008454998868
849	0.008455041271
850	0.008454969265
851	0.008455019669
852	0.008437513505
853	0.008437486303
854	0.008422285918
855	0.008422241915
856	0.008422241915
857	0.008418734442
858	0.00839869048
859	0.008394907785
860	0.008394698969
861	0.008394676567
862	0.00839433174
863	0.00836982503
864	0.008369849032
865	0.008369794628
866	0.0083527485
867	0.008342728519
868	0.008329590695
869	0.008277691451
870	0.00825125259
871	0.008234030448
872	0.008206957939
873	0.008196683538
874	0.008196654736
875	0.008196673937
876	0.008196599531
877	0.008196509124
878	0.008196534726
879	0.008165365098
880	0.008165343496
881	0.008165377899
882	0.008165354697
883	0.008162732092
884	0.008152160869
885	0.008129811127
886	0.008118139817
887	0.00808031607
888	0.008059811272
889	0.008044407672
890	0.008026495876
891	0.007983362915
892	0.007938202596
893	0.007919574744
894	0.00791951874
895	0.007912362182
896	0.007912308578
897	0.007912355781
898	0.007903014253
899	0.007886631377
900	0.007854746492
901	0.007834851342
902	0.007795919508
903	0.007762211281
904	0.007744286684
905	0.007725844447
906	0.007725712437
907	0.007725714037
908	0.007725714037
909	0.00772574924
910	0.007716801343
911	0.007705486861
912	0.007676500602
913	0.007649440093
914	0.007638734459
915	0.007622734012
916	0.007587165641
917	0.007546591279
918	0.007518041054
919	0.007517889842
920	0.00751786744
921	0.007507319418
922	0.007506925788
923	0.0074903957
924	0.007483688777
925	0.00748231427
926	0.00748231347
927	0.007459702908
928	0.00745947569
929	0.007459443688
930	0.007459426086
931	0.007459398084
932	0.007459416485
933	0.007459466089
934	0.007459450088
935	0.007452429541
936	0.007452425541
937	0.007452433541
938	0.007452433541
939	0.007442171142
940	0.007439662946
941	0.007439644545
942	0.007439515735
943	0.007412494429
944	0.007412491229
945	0.007412366419
946	0.007397131632
947	0.00736990391
948	0.007369889509
949	0.007343830678
950	0.007318933538
951	0.007318941539
952	0.007306210947
953	0.007306231748
954	0.007302445853
955	0.007270255345
956	0.007237648004
957	0.00722977139
958	0.007229422563
959	0.007219576196
960	0.007212226023
961	0.007211264348
962	0.007210847515
963	0.007205563104
964	0.007205487898
965	0.007188476972
966	0.007188473772
967	0.007188393766
968	0.007188416167
969	0.007187920129
970	0.007187836922
971	0.00718781132
972	0.007187739315
973	0.007187772917
974	0.007177458514
975	0.007166044824
976	0.007166044824
977	0.007146443297
978	0.007125236844
979	0.007120154848
980	0.007120034839
981	0.007119899628
982	0.007119870026
983	0.007119940431
984	0.00711594332
985	0.007115976922
986	0.007115876115
987	0.007115850513
988	0.007115836912
989	0.007115371275
990	0.007115349674
991	0.007115381676
992	0.007115330472
993	0.007115335272
994	0.007115289669
995	0.007113284713
996	0.007097934716
997	0.007080054923
998	0.0070797565
999	0.007074892121
